shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP011001,ORD111001,CUST9306,2026-07-12,Hyderabad_WH04,Ahmedabad,Hyderabad,Ecom Express,Truck,36.76,522,1460.72,Delivered
SHP011002,ORD111002,CUST6197,2026-07-12,Bengaluru_WH03,Kolkata,Jaipur,Ecom Express,Truck,28.92,1311,2786.84,In Transit
SHP011003,ORD111003,CUST4288,2026-07-12,Delhi_WH01,Delhi,Pune,FedEx,Bike,27.93,1901,3836.96,Delivered
SHP011004,ORD111004,CUST8436,2026-07-12,Bengaluru_WH03,Bengaluru,Ahmedabad,Ecom Express,Van,20.93,1452,2944.76,In Transit
SHP011005,ORD111005,CUST2412,2026-07-12,Bengaluru_WH03,Lucknow,Kolkata,Delhivery,Van,28.43,1755,3580.16,In Transit
SHP011006,ORD111006,CUST2015,2026-07-12,Hyderabad_WH04,Pune,Jaipur,Delhivery,Bike,39.22,1166,2649.44,Delivered
SHP011007,ORD111007,CUST4585,2026-07-12,Bengaluru_WH03,Ahmedabad,Kolkata,FedEx,Truck,35.6,1183,2636.6,In Transit
SHP011008,ORD111008,CUST7201,2026-07-12,Bengaluru_WH03,Delhi,Mumbai,Delhivery,Mini Truck,31.1,1160,2541.2,Delivered
SHP011009,ORD111009,CUST6208,2026-07-12,Chennai_WH05,Ahmedabad,Hyderabad,Delhivery,Mini Truck,14.2,1071,2178.2,Delivered
SHP011010,ORD111010,CUST4461,2026-07-12,Mumbai_WH02,Delhi,Kolkata,FedEx,Van,23.04,1636,3301.28,Delivered
SHP011011,ORD111011,CUST5816,2026-07-12,Hyderabad_WH04,Chennai,Kolkata,FedEx,Bike,40.99,1957,4094.48,Delivered
SHP011012,ORD111012,CUST5969,2026-07-12,Hyderabad_WH04,Chennai,Bengaluru,Ecom Express,Truck,45.31,1563,3437.12,Delivered
SHP011013,ORD111013,CUST2703,2026-07-12,Delhi_WH01,Delhi,Kolkata,Delhivery,Mini Truck,22.66,867,1912.52,Delivered
SHP011014,ORD111014,CUST4625,2026-07-12,Delhi_WH01,Kolkata,Jaipur,FedEx,Mini Truck,3.14,2372,4387.28,Delivered
SHP011015,ORD111015,CUST5625,2026-07-12,Hyderabad_WH04,Bengaluru,Hyderabad,Ecom Express,Bike,16.17,1050,2164.04,In Transit
SHP011016,ORD111016,CUST3443,2026-07-12,Bengaluru_WH03,Ahmedabad,Pune,FedEx,Bike,30.52,797,1880.84,Delivered
SHP011017,ORD111017,CUST7277,2026-07-12,Delhi_WH01,Bengaluru,Chennai,DHL,Mini Truck,12.94,305,784.28,Cancelled
SHP011018,ORD111018,CUST8983,2026-07-12,Mumbai_WH02,Jaipur,Chennai,Ecom Express,Van,29.13,365,1086.56,Delayed
SHP011019,ORD111019,CUST3620,2026-07-12,Delhi_WH01,Kolkata,Delhi,FedEx,Mini Truck,47.56,1164,2745.92,Delivered
SHP011020,ORD111020,CUST8500,2026-07-12,Delhi_WH01,Delhi,Jaipur,DHL,Van,15.09,1449,2869.28,Delivered
SHP011021,ORD111021,CUST4570,2026-07-12,Mumbai_WH02,Bengaluru,Delhi,FedEx,Truck,10.57,1517,2937.44,Delayed
SHP011022,ORD111022,CUST4840,2026-07-12,Delhi_WH01,Kolkata,Mumbai,Delhivery,Truck,24.18,2444,4769.36,Delayed
SHP011023,ORD111023,CUST3762,2026-07-12,Chennai_WH05,Pune,Mumbai,Blue Dart,Truck,35.0,1588,3358.4,Delivered
SHP011024,ORD111024,CUST7400,2026-07-12,Bengaluru_WH03,Chennai,Pune,Ecom Express,Truck,8.87,786,1601.24,Delivered
SHP011025,ORD111025,CUST6288,2026-07-12,Mumbai_WH02,Jaipur,Delhi,Ecom Express,Bike,20.68,1068,2250.56,Delivered
SHP011026,ORD111026,CUST6285,2026-07-12,Delhi_WH01,Bengaluru,Chennai,Delhivery,Mini Truck,31.83,1428,3032.36,Delivered
SHP011027,ORD111027,CUST9215,2026-07-12,Mumbai_WH02,Pune,Delhi,FedEx,Mini Truck,7.6,1112,2172.8,Delivered
SHP011028,ORD111028,CUST1110,2026-07-12,Mumbai_WH02,Kolkata,Pune,Ecom Express,Truck,17.11,2352,4518.92,In Transit
SHP011029,ORD111029,CUST1162,2026-07-12,Delhi_WH01,Pune,Mumbai,DHL,Mini Truck,4.14,165,426.68,Delivered
SHP011030,ORD111030,CUST9872,2026-07-12,Hyderabad_WH04,Delhi,Chennai,Blue Dart,Bike,23.89,1662,3358.28,Delivered
SHP011031,ORD111031,CUST3073,2026-07-12,Delhi_WH01,Chennai,Bengaluru,FedEx,Bike,1.77,1835,3404.24,Delivered
SHP011032,ORD111032,CUST2639,2026-07-12,Delhi_WH01,Mumbai,Ahmedabad,Blue Dart,Van,35.66,2410,4845.92,In Transit
SHP011033,ORD111033,CUST4222,2026-07-12,Chennai_WH05,Pune,Chennai,FedEx,Van,27.88,1559,3220.76,Delivered
SHP011034,ORD111034,CUST1762,2026-07-12,Chennai_WH05,Ahmedabad,Chennai,Ecom Express,Van,38.15,1920,3993.8,Delayed
SHP011035,ORD111035,CUST7039,2026-07-12,Delhi_WH01,Bengaluru,Pune,Ecom Express,Truck,38.35,2478,5000.6,Delivered
SHP011036,ORD111036,CUST7565,2026-07-12,Chennai_WH05,Jaipur,Pune,DHL,Truck,14.32,1927,3720.44,Delivered
SHP011037,ORD111037,CUST6034,2026-07-12,Delhi_WH01,Lucknow,Chennai,DHL,Truck,20.97,320,907.64,Delivered
SHP011038,ORD111038,CUST2322,2026-07-12,Hyderabad_WH04,Chennai,Jaipur,Delhivery,Truck,1.39,1237,2323.28,Delivered
SHP011039,ORD111039,CUST3863,2026-07-12,Hyderabad_WH04,Chennai,Lucknow,Blue Dart,Mini Truck,49.52,998,2470.64,In Transit
SHP011040,ORD111040,CUST2099,2026-07-12,Hyderabad_WH04,Pune,Mumbai,FedEx,Truck,42.01,693,1831.52,Delivered
SHP011041,ORD111041,CUST9657,2026-07-12,Bengaluru_WH03,Kolkata,Ahmedabad,FedEx,Mini Truck,3.99,456,948.68,Delivered
SHP011042,ORD111042,CUST6224,2026-07-12,Delhi_WH01,Chennai,Bengaluru,Ecom Express,Truck,40.47,2244,4604.84,Delayed
SHP011043,ORD111043,CUST6413,2026-07-12,Hyderabad_WH04,Bengaluru,Kolkata,Ecom Express,Van,46.1,1752,3786.8,Delivered
SHP011044,ORD111044,CUST8720,2026-07-12,Hyderabad_WH04,Lucknow,Hyderabad,Delhivery,Van,27.8,2054,4110.8,Delivered
SHP011045,ORD111045,CUST1503,2026-07-12,Chennai_WH05,Delhi,Bengaluru,DHL,Bike,19.39,1001,2114.48,In Transit
SHP011046,ORD111046,CUST5771,2026-07-12,Hyderabad_WH04,Ahmedabad,Mumbai,DHL,Mini Truck,45.5,1985,4199.0,Delivered
SHP011047,ORD111047,CUST3201,2026-07-12,Bengaluru_WH03,Hyderabad,Bengaluru,Ecom Express,Truck,49.99,107,872.48,Delayed
SHP011048,ORD111048,CUST6459,2026-07-12,Chennai_WH05,Lucknow,Chennai,Blue Dart,Van,17.99,149,564.08,Delivered
SHP011049,ORD111049,CUST5936,2026-07-12,Hyderabad_WH04,Jaipur,Chennai,Ecom Express,Bike,18.61,1252,2556.92,Delivered
SHP011050,ORD111050,CUST4961,2026-07-12,Bengaluru_WH03,Bengaluru,Ahmedabad,FedEx,Truck,5.58,1280,2450.96,Delivered
SHP011051,ORD111051,CUST1909,2026-07-12,Delhi_WH01,Jaipur,Pune,DHL,Truck,38.15,2485,5010.8,Delivered
SHP011052,ORD111052,CUST8773,2026-07-12,Bengaluru_WH03,Hyderabad,Bengaluru,DHL,Mini Truck,6.28,2351,4387.16,Delivered
SHP011053,ORD111053,CUST9379,2026-07-12,Chennai_WH05,Mumbai,Pune,Delhivery,Bike,6.9,285,675.8,In Transit
SHP011054,ORD111054,CUST8719,2026-07-12,Bengaluru_WH03,Kolkata,Mumbai,Blue Dart,Truck,44.32,1240,2843.84,Delivered
SHP011055,ORD111055,CUST2393,2026-07-12,Mumbai_WH02,Delhi,Bengaluru,Delhivery,Mini Truck,37.24,67,647.48,Delivered
SHP011056,ORD111056,CUST5852,2026-07-12,Bengaluru_WH03,Lucknow,Delhi,Blue Dart,Bike,45.92,2316,4799.84,Delivered
SHP011057,ORD111057,CUST5986,2026-07-12,Delhi_WH01,Kolkata,Pune,DHL,Bike,19.29,1152,2385.08,Delivered
SHP011058,ORD111058,CUST4599,2026-07-12,Bengaluru_WH03,Bengaluru,Jaipur,FedEx,Bike,20.14,1228,2532.08,Delivered
SHP011059,ORD111059,CUST3693,2026-07-12,Delhi_WH01,Mumbai,Chennai,FedEx,Mini Truck,30.8,939,2139.8,Delivered
SHP011060,ORD111060,CUST4063,2026-07-12,Hyderabad_WH04,Bengaluru,Delhi,Blue Dart,Van,49.16,1554,3467.12,Delivered
SHP011061,ORD111061,CUST8168,2026-07-12,Bengaluru_WH03,Pune,Bengaluru,Blue Dart,Truck,14.8,655,1436.6,Delivered
SHP011062,ORD111062,CUST9927,2026-07-12,Bengaluru_WH03,Jaipur,Chennai,FedEx,Van,7.61,2317,4341.92,Delivered
SHP011063,ORD111063,CUST9776,2026-07-12,Chennai_WH05,Chennai,Kolkata,FedEx,Van,48.48,951,2373.56,Delivered
SHP011064,ORD111064,CUST9538,2026-07-12,Chennai_WH05,Bengaluru,Delhi,Blue Dart,Bike,1.38,2122,3916.16,Delivered
SHP011065,ORD111065,CUST2016,2026-07-12,Delhi_WH01,Lucknow,Bengaluru,Blue Dart,Bike,41.3,2199,4533.8,In Transit
SHP011066,ORD111066,CUST7200,2026-07-12,Bengaluru_WH03,Chennai,Hyderabad,Ecom Express,Mini Truck,15.79,939,1959.68,Delivered
SHP011067,ORD111067,CUST5352,2026-07-12,Chennai_WH05,Hyderabad,Kolkata,Ecom Express,Mini Truck,16.68,1499,2978.36,Delivered
SHP011068,ORD111068,CUST1829,2026-07-12,Mumbai_WH02,Lucknow,Kolkata,Ecom Express,Van,46.59,539,1609.28,In Transit
SHP011069,ORD111069,CUST6812,2026-07-12,Hyderabad_WH04,Hyderabad,Pune,Delhivery,Truck,16.79,2036,3946.28,Delivered
SHP011070,ORD111070,CUST3064,2026-07-12,Chennai_WH05,Chennai,Mumbai,FedEx,Truck,2.45,774,1502.6,Delivered
SHP011071,ORD111071,CUST2235,2026-07-12,Hyderabad_WH04,Kolkata,Mumbai,Delhivery,Van,34.19,1288,2808.68,Delivered
SHP011072,ORD111072,CUST1423,2026-07-12,Hyderabad_WH04,Bengaluru,Pune,Delhivery,Mini Truck,30.15,2169,4346.0,Delivered
SHP011073,ORD111073,CUST9478,2026-07-12,Delhi_WH01,Chennai,Pune,Ecom Express,Truck,48.85,2002,4269.8,Delivered
SHP011074,ORD111074,CUST1460,2026-07-12,Delhi_WH01,Hyderabad,Kolkata,Blue Dart,Van,48.96,1955,4186.52,Delivered
SHP011075,ORD111075,CUST8921,2026-07-12,Delhi_WH01,Mumbai,Lucknow,DHL,Truck,20.51,328,916.52,Cancelled
SHP011076,ORD111076,CUST7232,2026-07-12,Mumbai_WH02,Jaipur,Kolkata,DHL,Van,15.61,2015,3894.32,Delivered
SHP011077,ORD111077,CUST5742,2026-07-12,Hyderabad_WH04,Jaipur,Chennai,DHL,Bike,47.76,1836,3957.92,Delivered
SHP011078,ORD111078,CUST3003,2026-07-12,Bengaluru_WH03,Kolkata,Jaipur,Ecom Express,Bike,33.14,2008,4092.08,Delivered
SHP011079,ORD111079,CUST9595,2026-07-12,Delhi_WH01,Mumbai,Hyderabad,Delhivery,Bike,33.42,1988,4059.44,Delivered
SHP011080,ORD111080,CUST2180,2026-07-12,Bengaluru_WH03,Ahmedabad,Chennai,DHL,Bike,23.8,2223,4367.0,Delivered
SHP011081,ORD111081,CUST4004,2026-07-12,Mumbai_WH02,Pune,Kolkata,Ecom Express,Truck,33.56,2095,4253.72,Delivered
SHP011082,ORD111082,CUST1001,2026-07-12,Chennai_WH05,Chennai,Lucknow,FedEx,Truck,39.22,1898,3967.04,Delivered
SHP011083,ORD111083,CUST4535,2026-07-12,Delhi_WH01,Delhi,Chennai,Ecom Express,Van,14.82,2204,4225.04,Delivered
SHP011084,ORD111084,CUST8472,2026-07-12,Bengaluru_WH03,Lucknow,Mumbai,DHL,Bike,40.47,1382,3053.24,Delivered
SHP011085,ORD111085,CUST3716,2026-07-12,Hyderabad_WH04,Kolkata,Jaipur,Blue Dart,Mini Truck,17.67,1485,2965.04,Delivered
SHP011086,ORD111086,CUST7450,2026-07-12,Hyderabad_WH04,Jaipur,Lucknow,Blue Dart,Bike,46.11,1224,2836.52,Delivered
SHP011087,ORD111087,CUST6873,2026-07-12,Bengaluru_WH03,Mumbai,Bengaluru,FedEx,Truck,40.77,2091,4333.04,Delivered
SHP011088,ORD111088,CUST7046,2026-07-12,Bengaluru_WH03,Mumbai,Ahmedabad,Ecom Express,Mini Truck,47.75,2196,4605.8,Delivered
SHP011089,ORD111089,CUST7761,2026-07-12,Bengaluru_WH03,Bengaluru,Hyderabad,DHL,Mini Truck,20.27,1302,2666.84,Delivered
SHP011090,ORD111090,CUST5370,2026-07-12,Chennai_WH05,Kolkata,Bengaluru,FedEx,Truck,17.62,816,1760.24,Cancelled
SHP011091,ORD111091,CUST3581,2026-07-12,Delhi_WH01,Bengaluru,Ahmedabad,Ecom Express,Bike,24.02,175,683.24,Delivered
SHP011092,ORD111092,CUST5752,2026-07-12,Chennai_WH05,Pune,Bengaluru,Ecom Express,Mini Truck,19.31,942,2007.32,Delivered
SHP011093,ORD111093,CUST9722,2026-07-12,Mumbai_WH02,Chennai,Lucknow,Delhivery,Bike,23.78,2317,4535.96,Delivered
SHP011094,ORD111094,CUST5688,2026-07-12,Bengaluru_WH03,Hyderabad,Pune,Blue Dart,Bike,9.67,897,1810.64,In Transit
SHP011095,ORD111095,CUST6429,2026-07-12,Hyderabad_WH04,Delhi,Pune,Blue Dart,Bike,16.83,629,1414.16,Delivered
SHP011096,ORD111096,CUST2967,2026-07-12,Delhi_WH01,Mumbai,Hyderabad,Ecom Express,Mini Truck,1.16,941,1787.72,Delivered
SHP011097,ORD111097,CUST9814,2026-07-12,Chennai_WH05,Hyderabad,Ahmedabad,Ecom Express,Bike,10.25,1280,2507.0,Delivered
