shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP013001,ORD113001,CUST6991,2026-07-14,Hyderabad_WH04,Chennai,Kolkata,Delhivery,Mini Truck,29.07,2410,4766.84,In Transit
SHP013002,ORD113002,CUST6431,2026-07-14,Mumbai_WH02,Bengaluru,Chennai,DHL,Truck,39.73,1273,2848.16,Delivered
SHP013003,ORD113003,CUST3236,2026-07-14,Mumbai_WH02,Jaipur,Lucknow,FedEx,Bike,22.18,1984,3917.36,In Transit
SHP013004,ORD113004,CUST7946,2026-07-14,Chennai_WH05,Hyderabad,Ahmedabad,Delhivery,Truck,6.2,455,973.4,Delivered
SHP013005,ORD113005,CUST7883,2026-07-14,Bengaluru_WH03,Hyderabad,Jaipur,Ecom Express,Truck,10.83,2351,4441.76,Delivered
SHP013006,ORD113006,CUST2036,2026-07-14,Bengaluru_WH03,Jaipur,Pune,DHL,Mini Truck,25.98,607,1484.36,Delivered
SHP013007,ORD113007,CUST2617,2026-07-14,Mumbai_WH02,Chennai,Ahmedabad,FedEx,Van,49.26,1458,3295.52,Delivered
SHP013008,ORD113008,CUST1693,2026-07-14,Delhi_WH01,Mumbai,Jaipur,FedEx,Bike,35.78,560,1517.36,Delivered
SHP013009,ORD113009,CUST4725,2026-07-14,Chennai_WH05,Hyderabad,Mumbai,Delhivery,Mini Truck,21.14,347,958.28,In Transit
SHP013010,ORD113010,CUST7396,2026-07-14,Delhi_WH01,Lucknow,Pune,Ecom Express,Van,2.58,664,1306.16,Delivered
SHP013011,ORD113011,CUST1523,2026-07-14,Mumbai_WH02,Mumbai,Kolkata,DHL,Van,14.46,55,352.52,In Transit
SHP013012,ORD113012,CUST6089,2026-07-14,Mumbai_WH02,Ahmedabad,Chennai,Delhivery,Truck,23.65,1155,2442.8,Delivered
SHP013013,ORD113013,CUST5833,2026-07-14,Delhi_WH01,Chennai,Delhi,Delhivery,Van,7.02,2083,3913.64,Cancelled
SHP013014,ORD113014,CUST2863,2026-07-14,Bengaluru_WH03,Mumbai,Bengaluru,FedEx,Mini Truck,37.64,2012,4153.28,Delivered
SHP013015,ORD113015,CUST9482,2026-07-14,Mumbai_WH02,Chennai,Ahmedabad,FedEx,Bike,35.5,672,1715.6,Delivered
SHP013016,ORD113016,CUST5909,2026-07-14,Bengaluru_WH03,Hyderabad,Mumbai,DHL,Bike,43.47,280,1105.64,Delivered
SHP013017,ORD113017,CUST3950,2026-07-14,Mumbai_WH02,Jaipur,Chennai,Delhivery,Truck,10.79,2242,4245.08,Delivered
SHP013018,ORD113018,CUST8098,2026-07-14,Bengaluru_WH03,Kolkata,Hyderabad,Ecom Express,Van,29.19,1549,3218.48,Delivered
SHP013019,ORD113019,CUST2805,2026-07-14,Chennai_WH05,Hyderabad,Kolkata,FedEx,Bike,46.62,276,1136.24,Returned
SHP013020,ORD113020,CUST3304,2026-07-14,Bengaluru_WH03,Mumbai,Jaipur,Ecom Express,Van,24.66,920,2031.92,Delivered
SHP013021,ORD113021,CUST9811,2026-07-14,Mumbai_WH02,Bengaluru,Delhi,DHL,Mini Truck,18.36,1165,2397.32,In Transit
SHP013022,ORD113022,CUST9251,2026-07-14,Chennai_WH05,Jaipur,Lucknow,Blue Dart,Mini Truck,49.48,640,1825.76,In Transit
SHP013023,ORD113023,CUST8692,2026-07-14,Mumbai_WH02,Lucknow,Pune,FedEx,Truck,47.75,1349,3081.2,In Transit
SHP013024,ORD113024,CUST9411,2026-07-14,Bengaluru_WH03,Lucknow,Ahmedabad,Blue Dart,Mini Truck,26.27,2112,4196.84,Delivered
SHP013025,ORD113025,CUST9499,2026-07-14,Hyderabad_WH04,Ahmedabad,Jaipur,Delhivery,Truck,23.81,1532,3123.32,Delivered
SHP013026,ORD113026,CUST9881,2026-07-14,Delhi_WH01,Delhi,Jaipur,Delhivery,Van,44.57,1552,3408.44,Delivered
SHP013027,ORD113027,CUST7033,2026-07-14,Mumbai_WH02,Jaipur,Mumbai,Delhivery,Mini Truck,5.66,1923,3609.32,Delayed
SHP013028,ORD113028,CUST8470,2026-07-14,Mumbai_WH02,Ahmedabad,Hyderabad,DHL,Bike,8.98,392,893.36,Delayed
SHP013029,ORD113029,CUST1607,2026-07-14,Bengaluru_WH03,Pune,Jaipur,FedEx,Van,18.27,167,599.84,Delivered
SHP013030,ORD113030,CUST9474,2026-07-14,Bengaluru_WH03,Mumbai,Delhi,FedEx,Van,20.84,1336,2734.88,Delivered
SHP013031,ORD113031,CUST3946,2026-07-14,Hyderabad_WH04,Pune,Mumbai,Ecom Express,Mini Truck,7.61,2176,4088.12,Delivered
SHP013032,ORD113032,CUST6156,2026-07-14,Delhi_WH01,Mumbai,Lucknow,DHL,Bike,16.57,1834,3580.04,In Transit
SHP013033,ORD113033,CUST9845,2026-07-14,Hyderabad_WH04,Kolkata,Pune,DHL,Mini Truck,37.93,2256,4595.96,Delivered
SHP013034,ORD113034,CUST1228,2026-07-14,Bengaluru_WH03,Ahmedabad,Chennai,Delhivery,Van,22.5,1773,3541.4,Delivered
SHP013035,ORD113035,CUST8573,2026-07-14,Mumbai_WH02,Pune,Delhi,Blue Dart,Truck,11.55,1949,3726.8,Delayed
SHP013036,ORD113036,CUST6371,2026-07-14,Hyderabad_WH04,Lucknow,Pune,Ecom Express,Truck,7.79,1411,2713.28,Delivered
SHP013037,ORD113037,CUST5300,2026-07-14,Chennai_WH05,Ahmedabad,Mumbai,Delhivery,Mini Truck,22.7,217,743.0,In Transit
SHP013038,ORD113038,CUST3323,2026-07-14,Chennai_WH05,Lucknow,Kolkata,FedEx,Bike,43.69,1382,3091.88,In Transit
SHP013039,ORD113039,CUST7896,2026-07-14,Mumbai_WH02,Pune,Chennai,Ecom Express,Bike,42.36,890,2190.32,Delivered
SHP013040,ORD113040,CUST1899,2026-07-14,Delhi_WH01,Pune,Chennai,Delhivery,Bike,37.85,153,809.6,Delivered
SHP013041,ORD113041,CUST1239,2026-07-14,Chennai_WH05,Jaipur,Lucknow,DHL,Truck,8.48,115,388.76,Delivered
SHP013042,ORD113042,CUST5758,2026-07-14,Hyderabad_WH04,Chennai,Hyderabad,Blue Dart,Bike,47.41,979,2411.12,Delivered
SHP013043,ORD113043,CUST6164,2026-07-14,Delhi_WH01,Bengaluru,Hyderabad,DHL,Bike,29.9,631,1574.6,Delivered
SHP013044,ORD113044,CUST5820,2026-07-14,Hyderabad_WH04,Lucknow,Bengaluru,Blue Dart,Mini Truck,30.23,351,1074.56,In Transit
SHP013045,ORD113045,CUST5528,2026-07-14,Mumbai_WH02,Delhi,Kolkata,Blue Dart,Truck,6.16,334,755.12,In Transit
SHP013046,ORD113046,CUST3149,2026-07-14,Mumbai_WH02,Kolkata,Chennai,DHL,Van,2.7,2418,4464.8,Delivered
SHP013047,ORD113047,CUST3123,2026-07-14,Delhi_WH01,Delhi,Bengaluru,Ecom Express,Truck,4.53,437,920.96,Returned
SHP013048,ORD113048,CUST5317,2026-07-14,Delhi_WH01,Bengaluru,Pune,DHL,Mini Truck,13.81,2307,4398.32,Delivered
SHP013049,ORD113049,CUST8801,2026-07-14,Chennai_WH05,Bengaluru,Chennai,Ecom Express,Truck,16.6,2242,4314.8,Delivered
SHP013050,ORD113050,CUST8595,2026-07-14,Delhi_WH01,Kolkata,Pune,DHL,Van,19.15,511,1229.6,Delivered
SHP013051,ORD113051,CUST7675,2026-07-14,Hyderabad_WH04,Ahmedabad,Jaipur,DHL,Bike,37.05,1351,2956.4,Delivered
