shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP014001,ORD114001,CUST2644,2026-07-15,Delhi_WH01,Hyderabad,Ahmedabad,Delhivery,Bike,43.0,614,1701.2,In Transit
SHP014002,ORD114002,CUST3110,2026-07-15,Hyderabad_WH04,Ahmedabad,Pune,Delhivery,Mini Truck,42.63,1204,2758.76,In Transit
SHP014003,ORD114003,CUST2794,2026-07-15,Hyderabad_WH04,Mumbai,Kolkata,FedEx,Mini Truck,29.93,220,835.16,In Transit
SHP014004,ORD114004,CUST2676,2026-07-15,Hyderabad_WH04,Lucknow,Chennai,Delhivery,Van,27.6,839,1921.4,In Transit
SHP014005,ORD114005,CUST8789,2026-07-15,Mumbai_WH02,Mumbai,Kolkata,Blue Dart,Truck,7.93,460,1003.16,Delivered
SHP014006,ORD114006,CUST3833,2026-07-15,Delhi_WH01,Chennai,Hyderabad,Delhivery,Mini Truck,30.14,105,630.68,Delivered
SHP014007,ORD114007,CUST2454,2026-07-15,Mumbai_WH02,Delhi,Hyderabad,Blue Dart,Van,20.1,803,1766.6,In Transit
SHP014008,ORD114008,CUST8949,2026-07-15,Mumbai_WH02,Jaipur,Kolkata,FedEx,Bike,5.83,1509,2866.16,Delayed
SHP014009,ORD114009,CUST9246,2026-07-15,Bengaluru_WH03,Jaipur,Ahmedabad,Ecom Express,Van,7.39,637,1315.28,Delivered
SHP014010,ORD114010,CUST3277,2026-07-15,Mumbai_WH02,Hyderabad,Delhi,Ecom Express,Truck,21.52,913,1981.64,Delivered
SHP014011,ORD114011,CUST7202,2026-07-15,Bengaluru_WH03,Lucknow,Jaipur,DHL,Bike,18.3,2374,4572.8,In Transit
SHP014012,ORD114012,CUST6295,2026-07-15,Delhi_WH01,Hyderabad,Lucknow,Blue Dart,Bike,33.82,771,1873.64,Delivered
SHP014013,ORD114013,CUST6272,2026-07-15,Bengaluru_WH03,Kolkata,Mumbai,FedEx,Mini Truck,42.58,2027,4239.56,Delivered
SHP014014,ORD114014,CUST4457,2026-07-15,Mumbai_WH02,Delhi,Pune,FedEx,Van,35.29,1748,3649.88,In Transit
