shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP005001,ORD105001,CUST7155,2026-07-06,Mumbai_WH02,Lucknow,Jaipur,FedEx,Bike,26.64,1816,3668.48,Delivered
SHP005002,ORD105002,CUST1708,2026-07-06,Chennai_WH05,Delhi,Mumbai,Blue Dart,Truck,3.9,657,1309.4,Delivered
SHP005003,ORD105003,CUST5124,2026-07-06,Hyderabad_WH04,Jaipur,Ahmedabad,Delhivery,Truck,9.53,568,1216.76,Delivered
SHP005004,ORD105004,CUST3018,2026-07-06,Hyderabad_WH04,Bengaluru,Lucknow,Delhivery,Van,9.82,1388,2696.24,In Transit
SHP005005,ORD105005,CUST9130,2026-07-06,Delhi_WH01,Mumbai,Bengaluru,FedEx,Mini Truck,46.15,2043,4311.2,Delivered
SHP005006,ORD105006,CUST5183,2026-07-06,Hyderabad_WH04,Mumbai,Pune,FedEx,Truck,29.55,365,1091.6,Delivered
SHP005007,ORD105007,CUST5695,2026-07-06,Bengaluru_WH03,Pune,Kolkata,Ecom Express,Van,25.69,1331,2784.08,Delivered
SHP005008,ORD105008,CUST1130,2026-07-06,Delhi_WH01,Hyderabad,Delhi,Delhivery,Mini Truck,1.16,434,875.12,Delivered
SHP005009,ORD105009,CUST4826,2026-07-06,Mumbai_WH02,Delhi,Ahmedabad,Blue Dart,Bike,28.79,1108,2419.88,Delivered
SHP005010,ORD105010,CUST7813,2026-07-06,Bengaluru_WH03,Delhi,Jaipur,Delhivery,Truck,26.83,2037,4068.56,In Transit
SHP005011,ORD105011,CUST9717,2026-07-06,Mumbai_WH02,Ahmedabad,Lucknow,Ecom Express,Truck,26.16,1558,3198.32,In Transit
SHP005012,ORD105012,CUST2786,2026-07-06,Delhi_WH01,Hyderabad,Bengaluru,DHL,Truck,0.91,2183,4020.32,Cancelled
SHP005013,ORD105013,CUST7508,2026-07-06,Hyderabad_WH04,Delhi,Kolkata,Delhivery,Van,13.5,1794,3471.2,Delayed
SHP005014,ORD105014,CUST5136,2026-07-06,Mumbai_WH02,Lucknow,Ahmedabad,FedEx,Truck,1.19,1233,2313.68,Cancelled
SHP005015,ORD105015,CUST5672,2026-07-06,Chennai_WH05,Mumbai,Kolkata,FedEx,Bike,32.98,1478,3136.16,In Transit
SHP005016,ORD105016,CUST6762,2026-07-06,Mumbai_WH02,Delhi,Bengaluru,Blue Dart,Mini Truck,42.5,2471,5037.8,In Transit
SHP005017,ORD105017,CUST4043,2026-07-06,Hyderabad_WH04,Mumbai,Hyderabad,FedEx,Bike,5.42,1797,3379.64,In Transit
SHP005018,ORD105018,CUST4494,2026-07-06,Mumbai_WH02,Jaipur,Kolkata,DHL,Truck,30.6,677,1665.8,Delivered
SHP005019,ORD105019,CUST4780,2026-07-06,Chennai_WH05,Jaipur,Delhi,Blue Dart,Van,14.66,348,882.32,Delivered
SHP005020,ORD105020,CUST1686,2026-07-06,Delhi_WH01,Kolkata,Delhi,Ecom Express,Mini Truck,6.92,2250,4213.04,Cancelled
SHP005021,ORD105021,CUST8965,2026-07-06,Chennai_WH05,Mumbai,Pune,Blue Dart,Van,28.47,2195,4372.64,In Transit
SHP005022,ORD105022,CUST5679,2026-07-06,Mumbai_WH02,Mumbai,Kolkata,Ecom Express,Van,19.72,869,1880.84,In Transit
SHP005023,ORD105023,CUST1939,2026-07-06,Chennai_WH05,Mumbai,Kolkata,FedEx,Mini Truck,18.51,1089,2262.32,Delivered
SHP005024,ORD105024,CUST3221,2026-07-06,Delhi_WH01,Chennai,Pune,Ecom Express,Mini Truck,48.55,2001,4264.4,Delivered
SHP005025,ORD105025,CUST6533,2026-07-06,Mumbai_WH02,Jaipur,Pune,FedEx,Bike,34.3,347,1116.2,Delivered
SHP005026,ORD105026,CUST1985,2026-07-06,Bengaluru_WH03,Jaipur,Chennai,FedEx,Bike,32.63,2165,4368.56,Delivered
SHP005027,ORD105027,CUST8279,2026-07-06,Hyderabad_WH04,Mumbai,Lucknow,DHL,Van,36.35,2135,4359.2,Delivered
SHP005028,ORD105028,CUST8476,2026-07-06,Delhi_WH01,Pune,Mumbai,Blue Dart,Van,3.14,1250,2367.68,In Transit
SHP005029,ORD105029,CUST7186,2026-07-06,Hyderabad_WH04,Mumbai,Bengaluru,Ecom Express,Truck,13.03,1841,3550.16,Delivered
SHP005030,ORD105030,CUST1041,2026-07-06,Delhi_WH01,Ahmedabad,Mumbai,FedEx,Mini Truck,28.37,208,794.84,In Transit
SHP005031,ORD105031,CUST9739,2026-07-06,Hyderabad_WH04,Delhi,Chennai,FedEx,Truck,33.72,355,1123.64,Delivered
SHP005032,ORD105032,CUST9622,2026-07-06,Chennai_WH05,Hyderabad,Bengaluru,DHL,Truck,26.04,1091,2356.28,Delivered
SHP005033,ORD105033,CUST2499,2026-07-06,Bengaluru_WH03,Hyderabad,Mumbai,DHL,Van,21.32,2472,4785.44,Delivered
SHP005034,ORD105034,CUST8557,2026-07-06,Delhi_WH01,Hyderabad,Chennai,DHL,Mini Truck,20.9,1304,2678.0,Delivered
SHP005035,ORD105035,CUST5580,2026-07-06,Hyderabad_WH04,Kolkata,Lucknow,DHL,Truck,2.43,1007,1921.76,In Transit
SHP005036,ORD105036,CUST6264,2026-07-06,Delhi_WH01,Bengaluru,Chennai,Ecom Express,Truck,45.81,498,1526.12,Delivered
SHP005037,ORD105037,CUST8790,2026-07-06,Chennai_WH05,Bengaluru,Jaipur,DHL,Van,47.9,169,959.0,Delivered
SHP005038,ORD105038,CUST3264,2026-07-06,Chennai_WH05,Kolkata,Bengaluru,DHL,Van,33.0,408,1210.4,Returned
SHP005039,ORD105039,CUST8188,2026-07-06,Hyderabad_WH04,Jaipur,Chennai,FedEx,Bike,12.99,923,1897.28,Delivered
SHP005040,ORD105040,CUST4140,2026-07-06,Hyderabad_WH04,Bengaluru,Kolkata,FedEx,Mini Truck,24.09,2220,4365.08,Delayed
SHP005041,ORD105041,CUST4466,2026-07-06,Bengaluru_WH03,Chennai,Jaipur,Delhivery,Van,8.71,294,713.72,Returned
SHP005042,ORD105042,CUST1279,2026-07-06,Delhi_WH01,Bengaluru,Jaipur,FedEx,Van,17.36,2392,4593.92,Delivered
SHP005043,ORD105043,CUST5513,2026-07-06,Delhi_WH01,Hyderabad,Delhi,Ecom Express,Mini Truck,35.37,1022,2344.04,In Transit
SHP005044,ORD105044,CUST8429,2026-07-06,Mumbai_WH02,Hyderabad,Lucknow,Blue Dart,Bike,3.31,2402,4443.32,Delivered
SHP005045,ORD105045,CUST1229,2026-07-06,Mumbai_WH02,Delhi,Pune,Ecom Express,Bike,31.86,1725,3567.32,Delivered
SHP005046,ORD105046,CUST6991,2026-07-06,Hyderabad_WH04,Jaipur,Bengaluru,Ecom Express,Truck,37.05,1191,2668.4,Delayed
SHP005047,ORD105047,CUST6814,2026-07-06,Mumbai_WH02,Hyderabad,Mumbai,Blue Dart,Bike,19.94,2500,4819.28,In Transit
