shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP001001,ORD101001,,2026-07-02,Delhi_WH01,Mumbai,Pune,DHL,Van,43.98,617,1718.36,Delayed
SHP001002,ORD101002,,2026-07-02,Hyderabad_WH04,Bengaluru,Lucknow,Blue Dart,Bike,16.17,1958,3798.44,Delivered
SHP001003,ORD101003,,2026-07-02,Delhi_WH01,Ahmedabad,Pune,DHL,Truck,25.7,2195,4339.4,In Transit
SHP001004,ORD101004,,2026-07-02,Chennai_WH05,Mumbai,Chennai,DHL,Bike,34.9,140,750.8,Delivered
SHP001005,ORD101005,,2026-07-02,Delhi_WH01,Hyderabad,Chennai,Delhivery,Mini Truck,29.66,1482,3103.52,In Transit
SHP001006,ORD101006,,2026-07-02,Hyderabad_WH04,Mumbai,Chennai,Delhivery,Van,17.14,2003,3891.08,Delivered
SHP001007,ORD101007,,2026-07-02,Bengaluru_WH03,Delhi,Hyderabad,Delhivery,Bike,15.42,1327,2653.64,Delivered
SHP001008,ORD101008,,2026-07-02,Delhi_WH01,Kolkata,Mumbai,Delhivery,Truck,29.27,1057,2333.84,Delivered
SHP001009,ORD101009,,2026-07-02,Bengaluru_WH03,Chennai,Kolkata,Ecom Express,Truck,26.12,2445,4794.44,Delivered
SHP001010,ORD101010,,2026-07-02,Delhi_WH01,Pune,Bengaluru,DHL,Mini Truck,2.62,1449,2719.64,Delivered
SHP001011,ORD101011,,2026-07-02,Mumbai_WH02,Kolkata,Jaipur,Ecom Express,Bike,49.09,618,1781.48,Delivered
SHP001012,ORD101012,,2026-07-02,Mumbai_WH02,Mumbai,Delhi,DHL,Mini Truck,12.78,955,1952.36,In Transit
SHP001013,ORD101013,,2026-07-02,Hyderabad_WH04,Lucknow,Bengaluru,Ecom Express,Bike,23.71,1005,2173.52,Delivered
SHP001014,ORD101014,,2026-07-02,Mumbai_WH02,Delhi,Pune,FedEx,Mini Truck,33.12,940,2169.44,Delivered
SHP001015,ORD101015,,2026-07-02,Bengaluru_WH03,Lucknow,Jaipur,DHL,Mini Truck,34.22,2356,4731.44,In Transit
SHP001016,ORD101016,,2026-07-02,Bengaluru_WH03,Hyderabad,Pune,DHL,Bike,49.31,895,2282.72,In Transit
SHP001017,ORD101017,,2026-07-02,Mumbai_WH02,Delhi,Chennai,FedEx,Mini Truck,29.26,641,1584.92,Returned
SHP001018,ORD101018,,2026-07-02,Chennai_WH05,Chennai,Bengaluru,Ecom Express,Truck,35.92,1835,3814.04,Delivered
SHP001019,ORD101019,,2026-07-02,Hyderabad_WH04,Mumbai,Pune,Blue Dart,Truck,16.55,2173,4190.0,Delivered
SHP001020,ORD101020,,2026-07-02,Delhi_WH01,Kolkata,Bengaluru,FedEx,Bike,48.14,506,1568.48,Delivered
SHP001021,ORD101021,CUST7686,2026-07-02,Hyderabad_WH04,Hyderabad,Lucknow,DHL,Truck,30.95,438,1239.8,In Transit
SHP001022,ORD101022,CUST6121,2026-07-02,Bengaluru_WH03,Pune,Hyderabad,DHL,Truck,31.16,1000,2253.92,Delivered
SHP001023,ORD101023,CUST4544,2026-07-02,Chennai_WH05,Jaipur,Kolkata,Ecom Express,Mini Truck,45.61,1511,3347.12,Delayed
SHP001024,ORD101024,CUST4720,2026-07-02,Mumbai_WH02,Jaipur,Pune,Ecom Express,Bike,15.18,976,2018.96,Delivered
SHP001025,ORD101025,CUST7117,2026-07-02,Mumbai_WH02,Delhi,Hyderabad,DHL,Truck,29.48,1402,2957.36,Delivered
SHP001026,ORD101026,CUST3602,2026-07-02,Delhi_WH01,Chennai,Ahmedabad,Delhivery,Mini Truck,34.94,441,1293.08,In Transit
SHP001027,ORD101027,CUST3156,2026-07-02,Mumbai_WH02,Mumbai,Delhi,Blue Dart,Van,43.27,1498,3295.64,Delivered
SHP001028,ORD101028,CUST2592,2026-07-02,Chennai_WH05,Pune,Mumbai,Blue Dart,Van,18.54,1758,3466.88,Delivered
SHP001029,ORD101029,CUST8975,2026-07-02,Hyderabad_WH04,Bengaluru,Lucknow,FedEx,Van,6.67,1581,3005.84,Delivered
SHP001030,ORD101030,CUST5991,2026-07-02,Bengaluru_WH03,Pune,Delhi,Delhivery,Van,25.11,704,1648.52,Delivered
SHP001031,ORD101031,CUST6479,2026-07-02,Mumbai_WH02,Jaipur,Kolkata,Delhivery,Bike,7.7,1234,2393.6,Delivered
SHP001032,ORD101032,CUST9321,2026-07-02,Mumbai_WH02,Ahmedabad,Chennai,FedEx,Truck,40.82,1889,3970.04,In Transit
SHP001033,ORD101033,CUST8265,2026-07-02,Mumbai_WH02,Mumbai,Ahmedabad,Blue Dart,Van,44.08,1886,4003.76,Delivered
SHP001034,ORD101034,CUST2056,2026-07-02,Chennai_WH05,Hyderabad,Lucknow,DHL,Mini Truck,31.85,214,847.4,Delivered
SHP001035,ORD101035,CUST4523,2026-07-02,Mumbai_WH02,Kolkata,Ahmedabad,Delhivery,Bike,8.06,1051,2068.52,Delivered
SHP001036,ORD101036,CUST2570,2026-07-02,Delhi_WH01,Jaipur,Mumbai,DHL,Mini Truck,7.03,1638,3112.76,Delivered
SHP001037,ORD101037,CUST4188,2026-07-02,Bengaluru_WH03,Lucknow,Hyderabad,DHL,Mini Truck,23.11,988,2135.72,In Transit
SHP001038,ORD101038,CUST2568,2026-07-02,Bengaluru_WH03,Ahmedabad,Chennai,Delhivery,Bike,17.11,1817,3555.92,In Transit
SHP001039,ORD101039,CUST6976,2026-07-02,Chennai_WH05,Chennai,Mumbai,DHL,Mini Truck,27.87,1913,3857.84,In Transit
SHP001040,ORD101040,CUST1101,2026-07-02,Bengaluru_WH03,Delhi,Jaipur,Delhivery,Truck,43.58,2388,4901.36,Delivered
SHP001041,ORD101041,CUST2344,2026-07-02,Delhi_WH01,Mumbai,Pune,DHL,Truck,17.9,434,1076.0,In Transit
SHP001042,ORD101042,CUST4069,2026-07-02,Chennai_WH05,Mumbai,Kolkata,FedEx,Van,36.32,1055,2414.84,Delivered
SHP001043,ORD101043,CUST8530,2026-07-02,Hyderabad_WH04,Bengaluru,Mumbai,FedEx,Van,9.42,432,970.64,Delivered
SHP001044,ORD101044,CUST7387,2026-07-02,Bengaluru_WH03,Kolkata,Hyderabad,FedEx,Bike,25.6,2448,4793.6,Delivered
SHP001045,ORD101045,CUST5045,2026-07-02,Hyderabad_WH04,Ahmedabad,Bengaluru,FedEx,Bike,41.25,1436,3159.8,Delivered
SHP001046,ORD101046,CUST9063,2026-07-02,Hyderabad_WH04,Jaipur,Ahmedabad,FedEx,Truck,41.42,1953,4092.44,In Transit
SHP001047,ORD101047,CUST9355,2026-07-02,Delhi_WH01,Delhi,Hyderabad,Delhivery,Bike,0.95,870,1657.4,In Transit
SHP001048,ORD101048,CUST3071,2026-07-02,Bengaluru_WH03,Lucknow,Kolkata,Blue Dart,Van,4.72,2174,4049.84,Delivered
SHP001049,ORD101049,CUST4702,2026-07-02,Hyderabad_WH04,Lucknow,Mumbai,DHL,Bike,41.98,355,1222.76,Delivered
SHP001050,ORD101050,CUST6288,2026-07-02,Chennai_WH05,Hyderabad,Kolkata,DHL,Mini Truck,46.32,799,2074.04,In Transit
SHP001051,ORD101051,CUST7795,2026-07-02,Bengaluru_WH03,Jaipur,Bengaluru,Ecom Express,Truck,32.86,357,1116.92,Delivered
SHP001052,ORD101052,CUST2984,2026-07-02,Hyderabad_WH04,Delhi,Hyderabad,FedEx,Bike,46.31,1866,3994.52,Delivered
SHP001053,ORD101053,CUST5125,2026-07-02,Chennai_WH05,Mumbai,Delhi,DHL,Mini Truck,6.0,1035,2015.0,Delivered
SHP001054,ORD101054,CUST3294,2026-07-02,Hyderabad_WH04,Mumbai,Bengaluru,Blue Dart,Bike,6.39,2355,4395.68,In Transit
SHP001055,ORD101055,CUST5054,2026-07-02,Bengaluru_WH03,Delhi,Mumbai,FedEx,Van,4.54,271,622.28,In Transit
SHP001056,ORD101056,CUST2445,2026-07-02,Delhi_WH01,Pune,Ahmedabad,DHL,Truck,0.63,1702,3151.16,Delivered
SHP001057,ORD101057,CUST1854,2026-07-02,Delhi_WH01,Jaipur,Ahmedabad,FedEx,Mini Truck,28.53,1522,3161.96,Delivered
SHP001058,ORD101058,CUST9138,2026-07-02,Bengaluru_WH03,Delhi,Lucknow,Blue Dart,Bike,5.27,1628,3073.64,Delivered
SHP001059,ORD101059,CUST4352,2026-07-02,Mumbai_WH02,Pune,Ahmedabad,FedEx,Bike,43.69,676,1821.08,Delivered
SHP001060,ORD101060,CUST6488,2026-07-02,Delhi_WH01,Pune,Jaipur,Ecom Express,Truck,4.9,2404,4466.0,Delivered
SHP001061,ORD101061,CUST5958,2026-07-02,Chennai_WH05,Lucknow,Kolkata,DHL,Mini Truck,6.63,2469,4603.76,Delivered
SHP001062,ORD101062,CUST3107,2026-07-02,Bengaluru_WH03,Mumbai,Hyderabad,DHL,Bike,19.95,2272,4409.0,Delivered
