shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP012001,ORD112001,CUST5741,2026-07-13,Mumbai_WH02,Pune,Hyderabad,Ecom Express,Truck,40.86,1342,2985.92,In Transit
SHP012002,ORD112002,CUST3371,2026-07-13,Mumbai_WH02,Hyderabad,Ahmedabad,Blue Dart,Van,36.48,910,2155.76,In Transit
SHP012003,ORD112003,CUST2610,2026-07-13,Mumbai_WH02,Lucknow,Chennai,DHL,Mini Truck,23.23,2201,4320.56,Delivered
SHP012004,ORD112004,CUST7563,2026-07-13,Mumbai_WH02,Ahmedabad,Delhi,Ecom Express,Bike,41.35,1385,3069.2,Delivered
SHP012005,ORD112005,CUST5066,2026-07-13,Mumbai_WH02,Bengaluru,Pune,Blue Dart,Bike,19.5,1899,3732.2,In Transit
SHP012006,ORD112006,CUST6647,2026-07-13,Mumbai_WH02,Kolkata,Lucknow,Blue Dart,Van,39.94,1360,3007.28,Delivered
SHP012007,ORD112007,CUST6368,2026-07-13,Chennai_WH05,Mumbai,Lucknow,DHL,Bike,16.94,2254,4340.48,In Transit
SHP012008,ORD112008,CUST7288,2026-07-13,Mumbai_WH02,Bengaluru,Chennai,Blue Dart,Truck,46.18,1949,4142.36,In Transit
SHP012009,ORD112009,CUST4371,2026-07-13,Bengaluru_WH03,Chennai,Hyderabad,Blue Dart,Mini Truck,36.6,952,2232.8,Delivered
SHP012010,ORD112010,CUST3269,2026-07-13,Hyderabad_WH04,Lucknow,Hyderabad,FedEx,Truck,4.5,1932,3611.6,In Transit
SHP012011,ORD112011,CUST4037,2026-07-13,Hyderabad_WH04,Kolkata,Jaipur,Blue Dart,Mini Truck,3.64,1134,2164.88,Delivered
SHP012012,ORD112012,CUST7094,2026-07-13,Delhi_WH01,Delhi,Mumbai,Delhivery,Mini Truck,33.53,1103,2467.76,Delivered
SHP012013,ORD112013,CUST8628,2026-07-13,Bengaluru_WH03,Kolkata,Chennai,FedEx,Truck,27.94,1122,2434.88,Delivered
SHP012014,ORD112014,CUST5182,2026-07-13,Bengaluru_WH03,Kolkata,Chennai,Ecom Express,Van,31.58,2359,4705.16,Delivered
SHP012015,ORD112015,CUST9543,2026-07-13,Hyderabad_WH04,Pune,Lucknow,DHL,Truck,1.91,2416,4451.72,Delivered
SHP012016,ORD112016,CUST9732,2026-07-13,Chennai_WH05,Chennai,Ahmedabad,Ecom Express,Truck,26.41,851,1928.72,Delivered
SHP012017,ORD112017,CUST1495,2026-07-13,Chennai_WH05,Lucknow,Mumbai,Blue Dart,Van,7.99,1145,2236.88,In Transit
SHP012018,ORD112018,CUST9299,2026-07-13,Hyderabad_WH04,Pune,Jaipur,DHL,Mini Truck,34.11,1932,3966.92,Delivered
SHP012019,ORD112019,CUST6997,2026-07-13,Bengaluru_WH03,Pune,Kolkata,FedEx,Mini Truck,12.47,1116,2238.44,In Transit
