shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP008001,ORD108001,CUST8072,2026-07-09,Mumbai_WH02,Jaipur,Kolkata,Delhivery,Mini Truck,14.88,176,575.36,Delivered
SHP008002,ORD108002,CUST8221,2026-07-09,Delhi_WH01,Bengaluru,Kolkata,Delhivery,Truck,42.6,2149,4459.4,Delayed
SHP008003,ORD108003,CUST7258,2026-07-09,Delhi_WH01,Bengaluru,Ahmedabad,Blue Dart,Bike,26.63,1976,3956.36,In Transit
SHP008004,ORD108004,CUST1538,2026-07-09,Hyderabad_WH04,Mumbai,Lucknow,Delhivery,Bike,23.75,1421,2922.8,Delivered
SHP008005,ORD108005,CUST3865,2026-07-09,Delhi_WH01,Lucknow,Chennai,Delhivery,Mini Truck,11.04,430,986.48,Delivered
SHP008006,ORD108006,CUST6337,2026-07-09,Hyderabad_WH04,Jaipur,Ahmedabad,Blue Dart,Truck,38.51,1824,3825.32,In Transit
SHP008007,ORD108007,CUST4619,2026-07-09,Hyderabad_WH04,Kolkata,Mumbai,Ecom Express,Van,43.61,1830,3897.32,Delivered
SHP008008,ORD108008,CUST4662,2026-07-09,Chennai_WH05,Mumbai,Hyderabad,DHL,Truck,1.62,1347,2524.04,Delivered
SHP008009,ORD108009,CUST4659,2026-07-09,Bengaluru_WH03,Kolkata,Pune,Delhivery,Truck,2.99,195,466.88,In Transit
SHP008010,ORD108010,CUST8308,2026-07-09,Mumbai_WH02,Hyderabad,Lucknow,FedEx,Van,46.84,114,847.28,Delivered
SHP008011,ORD108011,CUST3082,2026-07-09,Chennai_WH05,Delhi,Lucknow,DHL,Truck,1.57,232,516.44,Returned
SHP008012,ORD108012,CUST2272,2026-07-09,Delhi_WH01,Lucknow,Jaipur,Ecom Express,Van,20.11,1897,3735.92,Delivered
SHP008013,ORD108013,CUST6661,2026-07-09,Hyderabad_WH04,Ahmedabad,Lucknow,FedEx,Mini Truck,18.99,1720,3403.88,In Transit
SHP008014,ORD108014,CUST8101,2026-07-09,Hyderabad_WH04,Lucknow,Chennai,FedEx,Truck,16.28,1879,3657.56,Delivered
SHP008015,ORD108015,CUST4865,2026-07-09,Bengaluru_WH03,Jaipur,Lucknow,DHL,Van,19.62,2260,4383.44,Delivered
SHP008016,ORD108016,CUST5973,2026-07-09,Bengaluru_WH03,Delhi,Hyderabad,Ecom Express,Bike,32.62,1382,2959.04,Delivered
SHP008017,ORD108017,CUST5490,2026-07-09,Mumbai_WH02,Lucknow,Delhi,DHL,Truck,45.29,1746,3766.28,In Transit
SHP008018,ORD108018,CUST6442,2026-07-09,Hyderabad_WH04,Lucknow,Delhi,FedEx,Van,41.13,1003,2378.96,Cancelled
SHP008019,ORD108019,CUST4097,2026-07-09,Chennai_WH05,Lucknow,Bengaluru,Ecom Express,Mini Truck,34.42,239,923.24,Delivered
SHP008020,ORD108020,CUST8111,2026-07-09,Bengaluru_WH03,Hyderabad,Jaipur,FedEx,Truck,14.5,286,768.8,Delivered
SHP008021,ORD108021,CUST7003,2026-07-09,Bengaluru_WH03,Bengaluru,Chennai,DHL,Van,45.22,741,1956.44,In Transit
SHP008022,ORD108022,CUST2648,2026-07-09,Hyderabad_WH04,Delhi,Kolkata,Ecom Express,Mini Truck,28.32,2176,4336.64,Delivered
SHP008023,ORD108023,CUST5884,2026-07-09,Delhi_WH01,Hyderabad,Delhi,FedEx,Mini Truck,30.31,2245,4484.72,In Transit
SHP008024,ORD108024,CUST1428,2026-07-09,Hyderabad_WH04,Mumbai,Ahmedabad,Delhivery,Bike,6.73,2112,3962.36,Delivered
SHP008025,ORD108025,CUST7896,2026-07-09,Bengaluru_WH03,Chennai,Lucknow,Ecom Express,Mini Truck,42.19,1006,2397.08,In Transit
SHP008026,ORD108026,CUST3171,2026-07-09,Bengaluru_WH03,Chennai,Bengaluru,Delhivery,Bike,42.38,1186,2723.36,In Transit
SHP008027,ORD108027,CUST7012,2026-07-09,Chennai_WH05,Pune,Lucknow,FedEx,Bike,30.09,1434,3022.28,Delivered
SHP008028,ORD108028,CUST6564,2026-07-09,Hyderabad_WH04,Ahmedabad,Delhi,Blue Dart,Truck,0.67,1563,2901.44,Delivered
SHP008029,ORD108029,CUST5433,2026-07-09,Bengaluru_WH03,Ahmedabad,Lucknow,DHL,Mini Truck,26.31,456,1216.52,In Transit
SHP008030,ORD108030,CUST5038,2026-07-09,Hyderabad_WH04,Kolkata,Bengaluru,Ecom Express,Mini Truck,19.76,953,2032.52,Delivered
SHP008031,ORD108031,CUST1105,2026-07-09,Bengaluru_WH03,Chennai,Jaipur,DHL,Mini Truck,32.7,1902,3896.0,Delivered
SHP008032,ORD108032,CUST8654,2026-07-09,Chennai_WH05,Lucknow,Bengaluru,Delhivery,Truck,32.49,1938,3958.28,Delivered
SHP008033,ORD108033,CUST6526,2026-07-09,Mumbai_WH02,Delhi,Mumbai,Ecom Express,Truck,10.15,1825,3486.8,Delivered
SHP008034,ORD108034,CUST1213,2026-07-09,Mumbai_WH02,Lucknow,Mumbai,Delhivery,Mini Truck,37.09,965,2262.08,In Transit
SHP008035,ORD108035,CUST1269,2026-07-09,Bengaluru_WH03,Ahmedabad,Delhi,Blue Dart,Mini Truck,10.88,612,1312.16,In Transit
SHP008036,ORD108036,CUST5374,2026-07-09,Hyderabad_WH04,Bengaluru,Kolkata,Blue Dart,Truck,36.38,2087,4273.16,Returned
SHP008037,ORD108037,CUST9354,2026-07-09,Chennai_WH05,Pune,Hyderabad,Delhivery,Van,28.64,744,1762.88,Delivered
SHP008038,ORD108038,CUST4971,2026-07-09,Bengaluru_WH03,Ahmedabad,Lucknow,DHL,Van,23.38,2237,4387.16,Delivered
SHP008039,ORD108039,CUST9696,2026-07-09,Hyderabad_WH04,Hyderabad,Ahmedabad,Blue Dart,Truck,2.42,1792,3334.64,In Transit
SHP008040,ORD108040,CUST3707,2026-07-09,Delhi_WH01,Chennai,Lucknow,DHL,Van,10.93,1071,2138.96,Delivered
SHP008041,ORD108041,CUST6933,2026-07-09,Mumbai_WH02,Kolkata,Jaipur,FedEx,Truck,24.63,1015,2202.56,In Transit
SHP008042,ORD108042,CUST3712,2026-07-09,Bengaluru_WH03,Lucknow,Jaipur,DHL,Van,13.19,2161,4128.08,Returned
SHP008043,ORD108043,CUST1242,2026-07-09,Chennai_WH05,Lucknow,Pune,FedEx,Bike,15.7,2374,4541.6,Delivered
SHP008044,ORD108044,CUST4734,2026-07-09,Bengaluru_WH03,Hyderabad,Bengaluru,FedEx,Bike,7.89,159,460.88,In Transit
SHP008045,ORD108045,CUST6212,2026-07-09,Delhi_WH01,Bengaluru,Ahmedabad,Blue Dart,Bike,7.89,2296,4307.48,Delivered
SHP008046,ORD108046,CUST6852,2026-07-09,Hyderabad_WH04,Ahmedabad,Kolkata,Ecom Express,Bike,19.22,1918,3763.04,Delivered
SHP008047,ORD108047,CUST4784,2026-07-09,Delhi_WH01,Bengaluru,Pune,FedEx,Mini Truck,48.03,1471,3304.16,Delivered
SHP008048,ORD108048,CUST8634,2026-07-09,Mumbai_WH02,Kolkata,Pune,Ecom Express,Van,18.21,2216,4287.32,In Transit
SHP008049,ORD108049,CUST9404,2026-07-09,Mumbai_WH02,Kolkata,Pune,FedEx,Bike,17.06,2489,4764.92,Returned
SHP008050,ORD108050,CUST9625,2026-07-09,Bengaluru_WH03,Delhi,Pune,DHL,Mini Truck,36.9,2099,4301.0,Delivered
SHP008051,ORD108051,CUST5708,2026-07-09,Chennai_WH05,Kolkata,Lucknow,Delhivery,Mini Truck,31.22,1552,3248.24,In Transit
SHP008052,ORD108052,CUST8093,2026-07-09,Delhi_WH01,Kolkata,Hyderabad,FedEx,Mini Truck,23.58,1866,3721.76,In Transit
SHP008053,ORD108053,CUST4132,2026-07-09,Delhi_WH01,Mumbai,Jaipur,Blue Dart,Van,31.88,2250,4512.56,Delivered
SHP008054,ORD108054,CUST2352,2026-07-09,Hyderabad_WH04,Bengaluru,Lucknow,Delhivery,Bike,22.8,1119,2367.8,Delayed
SHP008055,ORD108055,CUST3946,2026-07-09,Hyderabad_WH04,Mumbai,Hyderabad,Blue Dart,Van,48.06,471,1504.52,Delivered
SHP008056,ORD108056,CUST6912,2026-07-09,Delhi_WH01,Ahmedabad,Jaipur,DHL,Truck,45.6,1639,3577.4,Delivered
SHP008057,ORD108057,CUST9835,2026-07-09,Mumbai_WH02,Chennai,Mumbai,Delhivery,Mini Truck,8.04,1057,2079.08,Delayed
SHP008058,ORD108058,CUST3992,2026-07-09,Hyderabad_WH04,Kolkata,Mumbai,DHL,Mini Truck,33.35,2108,4274.6,Delivered
SHP008059,ORD108059,CUST6579,2026-07-09,Hyderabad_WH04,Chennai,Delhi,Delhivery,Mini Truck,46.95,2344,4862.6,Delivered
SHP008060,ORD108060,CUST9749,2026-07-09,Mumbai_WH02,Lucknow,Kolkata,Blue Dart,Bike,7.68,1834,3473.36,Delivered
SHP008061,ORD108061,CUST8780,2026-07-09,Chennai_WH05,Lucknow,Ahmedabad,DHL,Bike,37.2,1260,2794.4,Delivered
SHP008062,ORD108062,CUST2991,2026-07-09,Bengaluru_WH03,Jaipur,Ahmedabad,Delhivery,Bike,28.4,1868,3783.2,Delivered
